,Bail Status,Days in Court,Offence Location,Date,Proceeding,Court,Offence Number,Offence,Election,Discharge Available,SS Available,CSO Available,Maximum (Summary)(Years),Maximum (Indictable)(Years),Has Lawyer,Not in Custody,Custody Unknown,Is In Custody,Abbotsford,New Westminster,North Vancouver,Port Coquitlam,Richmond,Surrey,Vancouver,Victoria
1077,3.0,105,Abbotsford BC,2022-05-20,ARB,001,320.17,Flight from police,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,1,0,0
1078,,49,White Rock BC,2022-05-20,JIR,001,267 a,Assault w/ weapon,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,1,0,0
1079,6.0,1,Langley BC,2022-05-20,JIR,001,811,Breach of Recognizance,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0
1080,8.0,48,Surrey BC,2022-05-20,FXD,001,235 1,Murder ,3,1,1,1,5,25,1,0,0,1,0,0,0,0,0,1,0,0
1081,2.0,368,Surrey BC,2022-05-20,APP,001,271,Sexual Assault,1,0,0,0,2,14,1,1,0,0,0,0,0,0,0,1,0,0
1082,6.0,49,Surrey BC,2022-05-20,JIR,001,124 1 a,Selling an office,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,1,0,0
1083,2.0,116,Delta BC,2022-05-20,FT,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,1,0,0
1084,0.0,457,Langley BC,2022-05-20,SNT,001,320.14 2,Dangerous driving causing bodily harm,1,0,0,0,5,14,1,1,0,0,0,0,0,0,0,1,0,0
1085,2.0,478,Surrey BC,2022-05-20,FT,001,95 1,DWP,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0
1086,2.0,220,Surrey BC,2022-05-20,APP,001,95 1,DWP,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0
1087,2.0,67,Surrey BC,2022-05-20,APP,001,266,Assault,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,0
1088,2.0,455,Surrey BC,2022-05-20,FXD,001,151,Sexual Interference w/ child,1,1,1,1,2,14,1,0,1,0,0,0,0,0,0,1,0,0
1089,,267,Langley BC,2022-05-20,FXD,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
1090,4.0,136,Surrey BC,2022-05-20,FXD,001,320.17,Flight from police,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,0
1091,4.0,85,Surrey BC,2022-05-20,FXD,001,320.13 1,Dangerous driving,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
1092,,71,Surrey BC,2022-05-20,FXD,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
1093,,99,Surrey BC,2022-05-20,FXD,001,267 b,ACBH,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,1,0,0
1094,0.0,406,Surrey BC,2022-05-20,FXD,002,102 a,DWP,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0
1095,3.0,207,White Rock BC,2022-05-20,FXD,001,266,Assault,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,0
1096,0.0,332,Surrey BC,2022-05-20,FXD,001,95 1,DWP,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0
1097,0.0,185,Langley BC,2022-05-20,FXD,001,95 1,DWP,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0
1098,0.0,121,Surrey BC,2022-05-20,FXD,001,95 1,DWP,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0
1099,2.0,619,Surrey BC,2022-05-20,FXD,001,430 4,Mischief,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0
1100,2.0,258,Surrey BC,2022-05-20,FXD,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0
1101,0.0,128,Surrey BC,2022-05-20,FXD,001,5 2,PPT,1,0,0,0,2,25,1,1,0,0,0,0,0,0,0,1,0,0
1102,2.0,86,Langley BC,2022-05-20,FXD,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,1,0,0
1103,6.0,1,Surrey,2022-05-20,JIR,001,267 c,Assault by choking,1,0,0,0,2,10,0,0,0,1,0,0,0,0,0,1,0,0
1104,6.0,1,Surrey,2022-05-20,JIR,001,267 c,Assault by choking,1,0,0,0,2,10,0,0,0,1,0,0,0,0,0,1,0,0
1105,6.0,1,Surrey,2022-05-20,JIR,001,270 1,Assault PO,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,1,0,0
1106,0.0,128,North Vancouver BC,2022-05-20,SNT,001,320.14 1 a,Driving Impaired,1,0,0,0,2,5,0,1,0,0,0,0,1,0,0,0,0,0
1107,0.0,471,North Vancouver BC,2022-05-20,IGP,001,320.14 1 a,Driving Impaired,1,0,0,0,2,5,1,1,0,0,0,0,1,0,0,0,0,0
1108,2.0,471,North Vancouver BC,2022-05-20,FA,001,144 1 a,Escape lawful custody,1,0,0,0,2,10,0,0,1,0,0,0,1,0,0,0,0,0
1109,,296,West Vancouver BC,2022-05-20,CLC,001,320.18 1 a,DWP,1,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0
1110,6.0,254,West Vancouver BC,2022-05-20,CLC,001,95 1,DWP,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0
1111,,109,North Vancouver BC,2022-05-20,CLC,001,320.18 1 a,DWP,1,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0
1112,0.0,100,North Vancouver BC,2022-05-20,CLC,001,320.18 1 a,DWP,1,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0
1113,2.0,611,West Vancouver BC,2022-05-20,JIR,001,151,Sexual Interference w/ child,1,1,1,1,2,14,0,0,0,1,0,0,1,0,0,0,0,0
1114,6.0,1,Vancouver BC,2022-05-20,JIR,001,320.17,Flight from police,1,0,0,0,2,5,0,0,0,1,0,0,1,0,0,0,0,0
1115,6.0,1,Courtenay BC,2022-05-20,JIR,001,380 1 a,Fraud Over,3,0,0,0,5,14,0,0,0,1,0,0,1,0,0,0,0,0
1116,,1,North Vancouver BC,2022-05-20,JIR,001,380 1,Fraud - unspecified,3,0,0,0,5,14,0,0,0,1,0,0,1,0,0,0,0,0
1117,6.0,1,North Vancouver BC,2022-05-20,JIR,001,403 1 a,Identity fraud - to gain advantage,1,0,0,0,2,10,0,0,0,1,0,0,1,0,0,0,0,0
1118,2.0,84,Nanaimo BC,2022-05-20,JIR,001,355 b,PSP Under,1,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0
1119,2.0,135,ACC Surrey BC,2022-05-20,JIR,001,430 4,Mischief,1,0,0,0,2,2,1,0,0,1,0,0,1,0,0,0,0,0
1120,2.0,151,ACC Richmond BC,2022-05-20,JIR,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,0,0,1,0,0,1,0,0,0,0,0
1121,6.0,4,Surrey BC,2022-05-20,FXD,001,151,Sexual Interference w/ child,1,1,1,1,2,14,1,1,0,0,0,0,0,1,0,0,0,0
1122,2.0,102,Port Coquitlam BC,2022-05-20,DSP,001,348 1 a,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,1,0,0,0,0,0,1,0,0,0,0
1123,6.0,0,Coquitlam BC,2022-05-20,APP,001,430 4,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0
1124,,134,Maple Ridge BC,2022-05-20,APW,001,333.1 1,Theft of motor vehicle,1,0,0,0,2,10,1,1,0,0,0,0,0,1,0,0,0,0
1125,,74,Maple Ridge BC,2022-05-20,APW,001,266,Assault,1,0,0,0,2,5,1,1,0,0,0,0,0,1,0,0,0,0
1126,2.0,388,Peachland BC,2022-05-20,IGP,001,368 1 a,Using forged document,1,0,0,0,2,10,0,1,0,0,0,0,0,1,0,0,0,0
1127,2.0,94,Maple Ridge BC,2022-05-20,FXD,001,267 a,Assault w/ weapon,1,0,0,0,2,10,0,1,0,0,0,0,0,1,0,0,0,0
1128,2.0,395,Maple Ridge BC,2022-05-20,FXD,003,334 a,"Theft over $5,000",1,0,0,0,2,10,1,1,0,0,0,0,0,1,0,0,0,0
1129,,24,Abbotsford BC,2022-05-20,APP,001,742.6,Breach of Probation,1,0,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0
1130,,130,Coquitlam BC,2022-05-20,APW,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0
1131,2.0,1198,Maple Ridge BC,2022-05-20,REV,003,5 2,PPT,1,0,0,0,2,25,1,1,0,0,0,0,0,1,0,0,0,0
1132,2.0,1198,Maple Ridge BC,2022-05-20,REV,001,5 2,PPT,1,0,0,0,2,25,1,1,0,0,0,0,0,1,0,0,0,0
1133,2.0,136,Coquitlam BC,2022-05-20,APW,001,270 1,Assault PO,1,0,0,0,2,5,1,1,0,0,0,0,0,1,0,0,0,0
1134,2.0,1093,Mission BC,2022-05-20,BR,001,95 1,DWP,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0
1135,2.0,960,Abbotsford BC,2022-05-20,BR,001,95 1,DWP,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0
1136,2.0,239,Abbotsford BC,2022-05-20,BR,001,380 1 b,Fraud Under,1,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0
1137,2.0,389,Port Moody BC,2022-05-20,BR,001,342 3,Unauthorized use of CC,1,0,0,0,2,10,1,1,0,0,0,0,0,1,0,0,0,0
1138,2.0,1246,Surrey BC,2022-05-20,BR,001,95 1,DWP,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0
1139,2.0,239,Langley BC,2022-05-20,BR,001,95 1,DWP,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0
1140,0.0,1138,Port Coquitlam BC,2022-05-20,PSR,001,320.14 1 b,Driving over 0.08,1,0,0,0,2,5,1,1,0,0,0,0,0,1,0,0,0,0
1141,2.0,491,Port Coquitlam BC,2022-05-20,PSR,001,145 2 b,FTA,1,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0
1142,2.0,40,ACC Coquitlam BC,2022-05-20,ARB,001,348 1 d,Break and enter with intent (dwelling),3,0,0,0,2,25,1,1,0,0,0,0,0,1,0,0,0,0
1143,6.0,40,ACC Coquitlam BC,2022-05-20,JIR,001,348 1 d,Break and enter with intent (dwelling),3,0,0,0,2,25,0,0,0,1,0,0,0,1,0,0,0,0
1144,2.0,67,ACC Coquitlam BC,2022-05-20,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0
1145,2.0,6,ACC Vancouver BC,2022-05-20,JIR,001,271,Sexual Assault,1,0,0,0,2,14,1,0,0,1,0,0,0,1,0,0,0,0
1146,0.0,87,Maple Ridge BC,2022-05-20,DSP,001,267 b,ACBH,1,0,0,0,2,10,0,1,0,0,0,0,0,1,0,0,0,0
1147,2.0,125,ACC Coquitlam BC,2022-05-20,JIR,001,344 1 b,Robbery (with firearm),3,1,1,1,5,25,1,0,0,1,0,0,0,1,0,0,0,0
1148,2.0,190,ACC Langley BC,2022-05-20,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0
1149,6.0,50,Port Moody BC,2022-05-20,IGP,001,334,Theft,1,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0
1150,,358,Port Coquitlam BC,2022-05-20,FT,001,430 4,Mischief,1,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0
1151,6.0,5,Vancouver BC,2022-04-14,JIR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0
1152,6.0,46,Vancouver BC,2022-04-14,JIR,001,266,Assault,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,1,0
1153,6.0,0,Vancouver BC,2022-04-14,APP,001,145 1,Unlawfully at large,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0
1154,7.0,66,Agassiz BC,2022-04-14,TSR,001,264.1 1,Utt Threats,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,1,0
1155,7.0,66,Vancouver BC,2022-04-14,TSR,001,271,Sexual Assault,1,0,0,0,2,14,1,0,0,1,0,0,0,0,0,0,1,0
1156,7.0,28,Vancouver BC,2022-04-14,JIR,001,264,Criminal Harrassment,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,1,0
1157,2.0,371,Surrey,2022-04-14,FXD,001,264.1 1 a,Utt Threats,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0
1158,2.0,276,Vancouver BC,2022-04-14,FXD,001,430 4,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1159,2.0,38,Vancouver BC,2022-04-14,TSR,001,811,Breach of Recognizance,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0
1160,2.0,253,Surrey,2022-04-14,FXD,001,430,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1161,2.0,38,Vancouver BC,2022-04-14,TSR,001,344 1 b,Robbery (with firearm),3,1,1,1,5,25,0,0,0,1,0,0,0,0,0,0,1,0
1162,6.0,56,Vancouver BC,2022-04-14,JIR,001,163.1 2,Making of Child Pornography,3,1,1,1,2,14,0,0,0,1,0,0,0,0,0,0,1,0
1163,2.0,42,Vancouver BC,2022-04-14,ARB,001,267 a,Assault w/ weapon,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,1,0
1164,6.0,42,Vancouver BC,2022-04-14,JIR,001,267 a,Assault w/ weapon,1,0,0,0,2,10,0,0,0,1,0,0,0,0,0,0,1,0
1165,2.0,535,Vancouver BC,2022-04-14,JIR,001,264.1 1,Utt Threats,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,1,0
1166,2.0,351,Vancouver BC,2022-04-14,JIR,001,490.031,Return of items seized,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
1167,2.0,158,Vancouver BC,2022-04-14,JIR,001,266,Assault,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,1,0
1168,2.0,99,Vancouver BC,2022-04-14,JIR,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,1,0
1169,2.0,95,Vancouver BC,2022-04-14,JIR,001,733.1,Breach of Probation,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
1170,2.0,99,Coquitlam BC,2022-04-14,JIR,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,1,0
1171,2.0,146,Vancouver BC,2022-04-14,APP,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1172,2.0,0,Vancouver BC,2022-04-14,JIR,001,433 a,Arson (disregard for human life),3,0,0,0,5,14,0,1,0,0,0,0,0,0,0,0,1,0
1173,2.0,0,Vancouver BC,2022-04-14,JIR,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0
1174,2.0,0,Vancouver BC,2022-04-14,JIR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1175,2.0,270,Vancouver BC,2022-04-14,JIR,001,430 4,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1176,2.0,130,Vancouver BC,2022-04-14,JIR,001,430 2,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1177,2.0,0,Victoria,2022-04-14,JIR,001,430 4,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1178,2.0,104,Vancouver BC,2022-04-14,JIR,001,348 1 a,Break and enter with intent (not dwelling),1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,1,0
1179,2.0,0,Vancouver BC,2022-04-14,JIR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1180,2.0,189,Vancouver BC,2022-04-14,JIR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
1181,2.0,189,Burnaby BC,2022-04-14,JIR,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
1182,2.0,271,Vancouver BC,2022-04-14,JIR,001,355 b,PSP Under,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
1183,2.0,189,Vancouver BC,2022-04-14,JIR,001,56.1 1,Possess ID docs,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,1,0
1184,2.0,91,Vancouver BC,2022-04-14,JIR,001,348 1 a,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
1185,2.0,191,Vancouver BC,2022-04-14,JIR,001,348 1 a,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
1186,2.0,95,Vancouver BC,2022-04-14,JIR,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
1187,2.0,123,North Vancouver BC,2022-04-14,JIR,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
1188,6.0,63,North Vancouver BC,2022-04-14,JIR,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
1189,6.0,21,North Vancouver BC,2022-04-14,JIR,001,348 1 a,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
1190,2.0,193,Vancouver BC,2022-04-14,JIR,001,434,Arson (damage to property),3,0,0,0,5,14,1,0,0,1,0,0,0,0,0,0,1,0
1191,6.0,56,Vancouver BC,2022-04-14,JIR,001,348 1 d,Break and enter with intent (dwelling),3,0,0,0,2,25,1,0,0,1,0,0,0,0,0,0,1,0
1192,6.0,28,Vancouver BC,2022-04-14,JIR,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
1193,6.0,90,Burnaby BC,2022-04-14,JIR,001,348 1 a,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
1194,2.0,45,Vancouver BC,2022-04-14,JIR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0
1195,2.0,24,Vancouver BC,2022-04-14,JIR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0
1196,6.0,3,Vancouver BC,2022-04-14,JIR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0
1197,2.0,0,Vancouver BC,2022-04-14,JIR,001,127 1,Disobey Court Order,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1198,2.0,31,Vancouver BC,2022-04-14,JIR,001,264.1 1 a,Utt Threats,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0
1199,2.0,31,Vancouver BC,2022-04-14,JIR,001,264.1 1 a,Utt Threats,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0
1200,2.0,31,Vancouver BC,2022-04-14,JIR,001,264.1 1 a,Utt Threats,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0
1201,,595,Vancouver BC,2022-04-14,DSP,001,430 4,Mischief,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
1202,2.0,286,Richmond BC,2022-04-14,DSP,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,1,0
1203,2.0,286,Richmond BC,2022-04-14,DSP,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,1,0
1204,2.0,588,Vancouver BC,2022-04-14,TSR,001,163.1 2,Making of Child Pornography,3,1,1,1,2,14,1,1,0,0,0,0,0,0,0,0,1,0
1205,2.0,365,Vancouver BC,2022-04-14,FXD,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,1,0
1206,3.0,25,Richmond BC,2022-04-14,JIR,001,268 2,Agg assault,3,0,0,0,5,14,1,1,0,0,0,0,0,0,0,0,1,0
1207,3.0,441,Langley BC,2022-04-14,DSP,001,130 1 a,Impersonate Peace Officer,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,1,0
1208,0.0,261,Cobble Hill BC,2022-04-14,SNT,001,5 2,PPT,1,0,0,0,2,25,1,0,1,0,0,0,0,0,0,0,1,0
1209,,127,Vancouver BC,2022-04-14,APW,001,430,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1210,,120,Vancouver BC,2022-04-14,FXD,001,430,Mischief,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
1211,,59,Vancouver BC,2022-04-14,FXD,001,430,Mischief,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
1212,,85,Richmond BC,2022-04-14,FXD,001,430,Mischief,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
1213,2.0,235,Vancouver BC,2022-04-14,FXD,001,348 1 a,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,1,0
1214,2.0,21,Vancouver BC,2022-04-14,FXD,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
1215,2.0,56,Burnaby BC,2022-04-14,FXD,001,320.13 1,Dangerous driving,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,1,0
1216,2.0,365,Vancouver BC,2022-04-14,APW,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0
1217,2.0,90,Vancouver BC,2022-04-14,FXD,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,1,0
1218,2.0,90,Vancouver BC,2022-04-14,FXD,001,267 a,Assault w/ weapon,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,1,0
1219,2.0,10,Vancouver BC,2022-04-14,CLC,001,430,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1220,2.0,142,Vancouver BC,2022-04-14,FXD,001,5 2,PPT,1,0,0,0,2,25,1,1,0,0,0,0,0,0,0,0,1,0
1221,2.0,156,Vancouver BC,2022-04-14,FXD,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
1222,2.0,285,Vancouver BC,2022-04-14,FXD,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0
1223,2.0,118,Vancouver BC,2022-04-14,FXD,001,145 1,Unlawfully at large,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1224,2.0,34,Vancouver BC,2022-04-14,CLC,001,430 4,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1225,2.0,97,Vancouver BC,2022-04-14,FXD,001,430 4,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1226,2.0,97,Vancouver BC,2022-04-14,FXD,001,264.1 1,Utt Threats,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0
1227,2.0,156,Vancouver BC,2022-04-14,APW,001,5 2,PPT,1,0,0,0,2,25,1,1,0,0,0,0,0,0,0,0,1,0
1228,2.0,240,Vancouver BC,2022-04-14,FXD,001,264,Criminal Harrassment,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,1,0
1229,2.0,240,Vancouver BC,2022-04-14,FXD,001,264,Criminal Harrassment,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,1,0
1230,2.0,69,Vancouver BC,2022-04-14,AHR,001,129 a,Obstruct a Peace Officer,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
1231,2.0,11,Vancouver BC,2022-04-14,CLC,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1232,2.0,54,Vancouver BC,2022-04-14,APW,001,490.031,Return of items seized,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1233,,330,Vancouver BC,2022-04-14,CTD,001,5 2,PPT,1,0,0,0,2,25,0,0,1,0,0,0,0,0,0,0,1,0
1234,0.0,63,Vancouver BC,2022-04-14,FXD,001,126,Disobey Act of Parliament,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0
1235,,0,Vancouver BC,2022-04-14,FXD,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1236,2.0,764,Burnaby BC,2022-04-14,FXD,001,5 2,PPT,1,0,0,0,2,25,0,1,0,0,0,0,0,0,0,0,1,0
1237,2.0,129,Vancouver BC,2022-04-14,FXD,001,271,Sexual Assault,1,0,0,0,2,14,0,1,0,0,0,0,0,0,0,0,1,0
1238,2.0,17,Vancouver BC,2022-04-14,CLC,001,267 c,Assault by choking,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,1,0
1239,,357,Vancouver BC,2022-04-14,FXD,001,320.14 1 b,Driving over 0.08,1,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,1,0
1240,2.0,238,Vancouver BC,2022-04-14,APW,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0
1241,0.0,114,Richmond BC,2022-04-14,FXD,001,5 2,PPT,1,0,0,0,2,25,0,1,0,0,0,0,0,0,0,0,1,0
1242,2.0,288,Vancouver BC,2022-04-14,FXD,001,267 b,ACBH,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,1,0
1243,2.0,163,Vancouver BC,2022-04-14,FXD,001,355 a,PSP Over,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,1,0
1244,,0,Vancouver BC,2022-04-14,FA,001,86 2,Careless use of firearm,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1245,2.0,164,Vancouver BC,2022-04-14,CLC,001,733.1 1,Breach of Probation,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
1246,2.0,18,Vancouver BC,2022-04-14,CLC,001,490.031,Return of items seized,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1247,2.0,229,Vancouver BC,2022-04-14,FXD,001,271,Sexual Assault,1,0,0,0,2,14,1,1,0,0,0,0,0,0,0,0,1,0
1248,2.0,39,Vancouver BC,2022-04-14,CLC,001,72 1,Forcible entry,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1249,2.0,10,Williams Lake,2022-04-14,CLC,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1250,2.0,10,Vancouver BC,2022-04-14,CLC,001,430 4,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0
1251,2.0,29,Vancouver BC,2022-04-14,FXD,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0
1252,2.0,113,Vancouver BC,2022-04-14,FXD,001,264.1 1,Utt Threats,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0
1253,2.0,124,Burnaby BC,2022-04-14,FXD,001,266,Assault,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,1,0
